"book_name","book_price","book_store","book_author"
"Frankenstein (Signet Classics) 弗兰肯斯坦【英文原版 世界经典文学名著 英国近代长篇科幻","¥25.59","中国学术书店","Mary Shelley"
"【中商原版】哈利波特1-7本套装（平装无盒 特价不退换）原版小说 英文版 Harry Potter全套 1-7 英版无外盒 进口正版 英国版","¥210.00","中华商务进口图书旗舰店","J.K.罗琳 J. K. Rowling"
"【中商原版】当呼吸化为空气 英文原版 当呼吸成为空气 When Breath Becomes Air (EXP) 社会比尔盖茨、蔡康永、“卷福”本尼迪克特·康伯巴奇推荐阅读","¥77.00","中华商务进口图书旗舰店","Paul Kalanithi"
"【中商原版】一条狗的使命 为了与你相遇英文原版A Dog’s Purpose 电影小说 畅销书籍 同名电影感人上映 布蝉联纽约时报畅销榜逾50周","¥63.00","中华商务进口图书旗舰店","W. Bruce Cameron"
"万物运转的秘密 给青少年的物理世界入门书（第三版）英文原版 DK-The Way Things Work Now(3r给青少年的物理世界入门书","¥136.00","中华商务进口图书旗舰店","David Macaulay"
"【中商原版】常青藤国际大奖小说 追逐金色的少年 局外人 英文原版 The Outsiders S.E.Hinton 苏美国图书馆协会青少年读物奖","¥45.00","中华商务进口图书旗舰店","S.E. Hinton"
"华研原版 老人与海 英文原版书 The Old Man and the Sea 全英文版 海明威原著小说 Heming迷惘的一代 人与自然 诺贝尔文学奖 普利策奖","¥42.80","华研外语旗舰店","Ernest Hemingway"
"荒原诗集 英文原版 The Waste Landand Other Poems:Including The Love","¥15.00","北京市外文书店原版图书旗舰店","T. S. Eliot"
"英文原版 安妮日记 励志经典 Anne Frank: The Diary of a Young Girl","¥40.00","上海外文书店旗舰店","Anne Frank"
"【中商原版】英文原版 双城记 A TALE OF TWO CITIES进口机构直营","¥18.00","中华商务进口图书旗舰店","Dickens, Charles"
"【中商原版】荷马史诗：奥德赛 英文原版 Signet Classics: The Odyssey 进口图书 英文原版书","¥21.00","中华商务进口图书旗舰店","Homer"
"英文原版 Hatchet 手斧男孩 纽伯瑞奖 平装版","¥34.00","北京市图书进出口有限公司（bpiec）旗舰店","暂无作者信息"
"克苏鲁神话英文原版小说 The Complete Fiction of H. P. Lovecraft 洛夫克拉夫特小","¥138.00","童趣城原版图书专营店","H. P. Lovecraft"
"查理和巧克力工厂 英文原版 罗尔德达尔 Charlie and the Chocolate Factory","¥50.00","上海外文书店旗舰店","暂无"
"【中商原版】英文原版]The Autobiography and Other Writings/富兰克林自传世界经典名著 国营机构直营","¥17.00","中华商务进口图书旗舰店","Benjamin Franklin"
"英文原版 东方快车谋杀案 Murder On The Orient Express 阿加莎","¥35.00","上海外文书店旗舰店","Agatha Christie"
"Diary of a Wimpy Kid 2: Rodrick Rules 小屁孩日记2：罗德里克法则【英文原版童书","¥26.00","中国学术书店","Kinney"
"韦氏英语同义反义近义词字典词典Merriam-Webster Dictionary synonyms and anto同义反义辨析 原版进口 英英词典 小巧便携 韦小黄","¥46.00","华研外语旗舰店","Merriam-Webster"
"1984 George Orwell 1984乔治·奥威尔【英文原版 1984 (Signet Classics)、世","¥24.21","中国学术书店","George Orwell,Erich Fromm"
"The Great Gatsby 了不起的盖茨比【英文原版 柯林斯经典文学名著 电影同名小说 莱昂纳多·迪卡普里奥主演","¥69.19","中国学术书店","F. Scott Fitzgerald"
"【中商原版】柯林斯经典文学：爱丽丝镜中奇遇记 英文原版 Through The Looking Glass Lewis","¥15.00","中华商务进口图书旗舰店","Lewis Carroll"
"【中商原版】[英文原版]The Reader 朗读者 英文经典原版 电影小说原著 Bernhard Schlink,C","¥51.00","中华商务进口图书旗舰店","Bernhard Schlink,Carol Brown Janeway"
"Complete Fairy Tales of Oscar Wilde 奥斯卡王尔德童话故事全集【英文原版 Signe","¥15.80","中国学术书店","Oscar Wilde"
"英文原版 阿加莎 ABC谋杀案 The ABC Murders","¥35.00","上海外文书店旗舰店","Agatha Christie"
"【中商原版】一个人的朝圣1+2 上下两册套装 英文原版 英文版 The Unlikely Pilgrimage Of温情治愈 励志文学 抚慰心灵","¥115.00","中华商务进口图书旗舰店","Rachel Joyce"
"拉封丹寓言 法文原版 世界经典 寓言故事集 Fables Jean de La Fontaine 拉封丹","¥38.00","中华商务进口图书旗舰店","Jean de La Fontaine"
"Lord of the Flies 蝇王【英文原版 文学读物小说 诺贝尔文学奖获得者威廉·戈尔丁的代表作，是一本重要的","¥41.00","中国学术书店","William Golding"
"【中商原版】[英文原版]The Federalist Papers (Signet Classics)世界经典名著 国营机构直营","¥18.00","中华商务进口图书旗舰店","Clinton Rossiter"
"英文原版绘本 where is spot?小玻在哪里翻翻童书 Wheels on the Bus 公车上的轮子童谣儿歌","¥52.00","西文英文亲子绘本馆专营店",""
"华研原版 柑橘与柠檬啊 英文原版 文学小说 Private Peaceful 正版进口英语书籍 全英文版电影原著 战马作者 世界大战纪实 疼痛童年","¥69.00","华研外语旗舰店","Michael Morpurgo"
"Book of Longing 莱昂纳德·科恩：渴望之书 英文原版国图进口，原版保证！","¥60.00","中国进口图书旗舰店","Cohen, Leonard"
"【中商原版】Collectors Library系列 叶芝诗选 英文原版 英文版 Collected Poems Ye","¥56.00","中华商务进口图书旗舰店","Yeats, W B"
"【中商原版】沙丘 英文原版经典小说 Dune 星云奖雨果奖得奖作品 Frank Herbert ACE 25周年特别版","¥60.00","中华商务进口图书旗舰店","Frank Herbert"
"【中商原版】阿加莎系列 尼罗河上的惨案（波洛）英文原版 Poirot — Death on the Nile 阿加莎新版 进口原版","¥60.00","中华商务进口图书旗舰店","Agatha Christie"
"华研原版 瓦尔登湖 英文原版 Walden and Other Writings 梭罗作品集 英文版文学小说 正版进口超验主义 自然文学 清华大学 校长推荐","¥39.00","华研外语旗舰店","Henry David Thoreau"
"Give and Take 给予和获取：沃顿商学院最受欢迎的成功课 英文原版 Why Helping Others D","¥81.50","中国学术书店","Adam Grant"
"Fingersmith 指匠情挑 英文原版小说书籍 美国版 正版 荆棘之城新封面 进口正版","¥85.00","中华商务进口图书旗舰店","Waters, Sarah"
"其实他没那么喜欢你 英文原版 He’s Just Not That Into You 全球最热两性话题书 艾美奖获奖剧","¥39.89","中国学术书店","Liz Tuccillo, Liz Tucc by Greg Behrendt"
"深夜小狗神秘事件 英文原版The Curious Incident of the Dog in the Night-T超越哈利波特 英国课本收录 卫报推荐","¥79.00","华研外语旗舰店","Mark Haddon"
"华研原版 欲望号街车 英文原版小说 A Streetcar Named Desire 田纳西威廉斯 Tennessee普利策奖 马龙白兰度 企鹅经典 原版进口","¥69.00","华研外语旗舰店","Tennessee Williams"
"华研原版 灿烂千阳 英文原版小说 A Thousand Splendid Suns 英文版进口书 The Kite R关于家庭、友谊、信念和因爱得救的动人故事","¥39.80","华研外语旗舰店","Khaled Hosseini"
"【中商原版】奥尔罕·帕慕克：纯真博物馆 英文原版 The Museum of Innocence","¥77.00","中华商务进口图书旗舰店","Orhan Pamuk , Maureen Freely"
"大街 英文原版小说 Main Street 正版进口英语书籍 全英文版文学小说ISBN:9780451530981","¥20.00","北京市图书进出口有限公司（bpiec）旗舰店","Lewis, Sinclair"
"500个活在当下的幸福之道 英文原版 Happiness is...500 Ways to be in the Mom","¥77.00","中华商务进口图书旗舰店","Lisa Swerling , Ralph Lazar"
"【中商原版】奥尔罕·帕慕克：我的名字叫红 英文原版 My Name Is Red","¥77.00","中华商务进口图书旗舰店","Orhan Pamuk , Erdag M. Goknar"
"【中商原版】玩家一号 玩家1号 英文原版 畅销科幻小说书籍 Ready Player One RPO 恩斯特克莱恩 虚斯皮尔伯格2018新电影 原著小说","¥68.00","中华商务进口图书旗舰店","Ernest Cline"
"现货 射雕英雄传 英文原版（卷一） A Hero Born 金庸 经典武侠小说","¥118.00","上海外文书店旗舰店","Jin Yong"
"英文原版 Gone With The Wind 乱世佳人 飘","¥49.00","北京市图书进出口有限公司（bpiec）旗舰店","Margaret Mitchell"
"【中商原版】[英文原版]The Scarlet Letter (Penguin English Library) [P","¥40.00","中华商务进口图书旗舰店","awthorne, Nathanie"
"【中商原版】再见，萤火虫小巷 英文原版 Fly Away 克莉丝 治愈小说纽约时报 畅销榜前三 感人催泪 萤火虫小巷续集","¥68.00","中华商务进口图书旗舰店","Kristin Hannah"
"英文原版 Collins Classics Pride and Prejudice 傲慢与偏见","¥15.00","北京市图书进出口有限公司（bpiec）旗舰店","JANE AUSTEN"
"【中商原版】马尔克斯：百年孤独 英文原版 Marquez One Hundred Years Of Solitude","¥40.00","中华商务进口图书旗舰店","Gabriel Garcia Marquez"
"The Age of Innocence 纯真年代【英文原版 Signet Classics】","¥16.00","中国学术书店","Edith Wharton"
"【中商原版】陪着你走 英文原版 Freak The Mighty 荣获多项图书大奖 伴你同行 儿童文学 小说小天才与傻大个的故事","¥45.00","中华商务进口图书旗舰店","Rodman Philbrick"
"【中商原版】莎士比亚：哈姆雷特 英文原版 经典文学 Hamlet (Signet Classics) Shakespe","¥21.00","中华商务进口图书旗舰店","SHAKESPEARE, WILLIAM"
"英文原版 Lulu's Christmas 露露的圣诞节 精装翻翻书 Lulus系列 幼儿启蒙认知绘本 圣诞节绘本 C","¥46.00","西文英文亲子绘本馆专营店","Camilla Reid,Ailie Busby"
"【中商原版】神话 75周年插图版 英文原版 Mythology: Timeless Tales of Gods and","¥192.00","中华商务进口图书旗舰店","Edith Hamilton , Jim Tierney"
"【中商原版】The Grand Design 大设计 英文原版 Stephen Hawking 霍金作品 阐释宇宙问题原装正版 英文正品","¥65.00","中华商务进口图书旗舰店","Stephen Hawking"
"华研原版小说 简爱 全英文版原版 Jane Eyre原著 英文原版书 经典世界名著 正版进口英语书籍女性励志 英语专业必读 专四命题材料 小巧轻便","¥39.00","华研外语旗舰店","Charlotte Bront?"
"预售 莎士比亚四大悲剧 英文原版小说经典名著 Four Great Tragedies 含哈姆雷特 奥赛罗 李尔王 麦预计10月底发货 进口原版经典","¥20.00","中华商务进口图书旗舰店","William Shakespeare"
"福尔摩斯套装英文原版The Complete Sherlock Holmes: All 4 Novels and 56(套装，全两册） (英语) 简装福尔摩斯全集：包含4部小说和56篇短篇故事","¥35.80","中国学术书店","Sir Arthur Conan Doyle"
"Heidi (Collins Classics)海蒂 英文原版2147483647","¥20.80","上海外文书店旗舰店","Johanna Spyri"
"Happiness is...治愈系全年龄段绘本 幸福是 500个活在当下的幸福之道","¥64.40","童趣城原版图书专营店","Lisa Swerling"
"半生缘 英文原版Half a Lifelong Romance 张爱玲华研英文版小说译文质量相当高，扉页有原著者及译者简介","¥92.80","华研外语旗舰店","Eileen Chang张爱玲"
"荒原诗集 英文原版 The Waste Landand Other Poems:Including The Love","¥15.00","北京市图书进出口有限公司（bpiec）旗舰店","T. S. Eliot"
"When Breath Becomes Air【英文原版】当呼吸化为空气","¥51.24","中国学术书店","Paul Kalanithi"
"【中商原版】东方快车谋杀案（电影版）英文原版 Murder on the Orient Express 阿加莎克里斯蒂约翰尼德普全新演绎经典","¥67.00","中华商务进口图书旗舰店","Agatha Christie"
"道德经 英文原版 Tao Te Ching Dover Thrift Editions Lao Tze 中国文学","¥17.00","中华商务进口图书旗舰店","Lao Tze"
"【中商原版】不能承受的生命之轻 英文原版 生命不能承受之轻 米兰昆德拉著 The Unbearable Lightne","¥44.00","中华商务进口图书旗舰店","Milan Kundera , Michael Henry Heim"
"【中商原版】恶之花（法文版） 法语原版书 外国诗歌 Les Fleurs du Mal 波德莱尔世界名著","¥43.00","中华商务进口图书旗舰店","Charles Baudelaire"
"华研原版 偷书贼 英文原版小说 The Book Thief 正版进口英语书 全英文版青年读物 儿童文学 学生必读","¥89.00","华研外语旗舰店","Markus Zusak"
"[英文原版]The Pearl (Penguin Modern Classics)","¥84.00","中华商务进口图书旗舰店","Wagner-Martin, Linda"
"【中商原版】时刻 英文原版 The Hours Michael Cunningham Picador USA 英文文学","¥89.00","中华商务进口图书旗舰店","Cunningham, Michael"
"【中商原版】英文原版 A Walk To Remember 初恋的回忆进口机构直营","¥45.00","中华商务进口图书旗舰店","Nicholas Sparks"
"A Tale of Two Cities 双城记【英文原版 150周年纪念版 图文经典 Signet Classics","¥16.40","中国学术书店","Charles Dickens"
"The Final Cut 纸牌屋第三季：zui后一击【英文原版 Netflix热播美剧同名原著畅销小说】","¥49.81","中国学术书店","Michael Dobbs"
"华研原版 国富论 英文原版 The Wealth of Nations 经济学入门 学科基础全五卷 英文经典 亚当斯密经济学入门 大学必读书目 学科基础 全五卷 轻便","¥49.00","华研外语旗舰店","Adam Smith"
"【中商原版】叶芝精装诗选（谢默斯·希尼珍藏）英文原版 W.B. Yeats 精装","¥85.00","中华商务进口图书旗舰店","W. B. Yeats , Seamus Heaney"
"Gone Girl 消失的爱人【英文原版 电影封面版、电影同名小说、吉莉安·弗琳作品】","¥38.00","中国学术书店","GILLIAN FLYNN"
